Context: Bee Swarm Simulator - Mutation

Datamined information: The probabilty of getting a certain mutation, and the probability of getting a certain strength of a mutation based on the bee's level.
Date of datamined file: December 19th, 2024
An example of a mutated bee's hive slot. Note that the number depicting the bee's level is colored.
Mutations are a mechanic that buffs the stats of certain bees in the player’s hive. Mutated bees have a different colored level number in their hive slot and on their wings than the standard white, respective to what stat it's mutated with. A mutated bee can become temporarily radioactive, and the radiation can spread to neighboring bees in the hive.
Every time the player feeds a bee a bitterberry, it has a 0.1% chance to get a random mutation. Royal jellies and star jellies has a 0.02% chance of turning a bee into a mutated bee. Atomic treats guarantee a mutation when fed to a bee, regardless of whether it is radioactive or not.
If the bee is radioactive:
* The chance of a mutation when using a bitterberry is increased to 1%,
* The chance of a mutation when using a royal jelly or star jelly is increased to 1%,
* Using many special treats (sunflower seeds, strawberries, blueberries, pineapples, moon charms) have a 0.004% chance to mutate the bee. This is irregardless of whether the bee likes the treat or not.
Note that using a royal jelly or an egg on a mutated bee will almost certainly make the bee lose its mutation, just like gifted bees losing their gifted status.
A mutated bee's GUI on discovery shows a pop-up to the left of the bee, which shows the player the mutation the bee has gained, with a text box reading,  ☢️ {Bee type} gained a mutation! (+x% [Mutation Buff]) ☢️
Possible Bee Bonuses[]
Mutations are separate from every other modifiers in the game, meaning that:
* If a mutation is given as a percentage, it is multiplied directly to the bee's base stats after every other modifiers are applied.
* If a mutation is given as a whole number, it is added to the bee's base stats before multiplicative modifiers are applied.
Fact: The Stat in Mutation has/costs Chance, Range, Color.
Fact: The %Convert Amount in Mutation has/costs 17.2414%, 10%-30% Increments of 1%, #feca41.
Fact: The +Convert Amount in Mutation has/costs 8.6207%, 20-80 Increments of 1, #feca41.
Fact: The %Attack in Mutation has/costs 17.2414%, 5%-20% Increments of 1%, #e83a36.
Fact: The +Attack in Mutation has/costs 4.3103%, 1-2 Increments of 1, #e83a36.
Fact: The %Gather Amount in Mutation has/costs 17.2414%, 10%-30% Increments of 1%, #ceff80.
Light Green
Fact: The +Gather Amount in Mutation has/costs 8.6207%, 2-10 Increments of 1, #ceff80.
Light Green
Fact: The %Energy in Mutation has/costs 17.2414%, 10%-40% Increments of 1%, #ac8c58.
Fact: The +Instant Conversion in Mutation has/costs 4.3103%, 8%-20% Increments of 1%, #f3fe1e.
Fact: The +Movespeed in Mutation has/costs 1.7241%, 2-6 Increments of 1, #4fb8f0.
Fact: The +Critical Chance in Mutation has/costs 1.7241%, 1%-3% Increments of 1%, #47cf72.
Fact: The %Ability Rate in Mutation has/costs 1.7241%, 1%-5% Increments of 1%, #b8a5ed.
The highest mutation value a bee can get depends on its level. For more information, see #Mutation strength.
Mutation strength[]
_Some of the information in this section has been modified for better reading. For the raw data, visitModule:Mutation Stats and the data it uses._
The upper bound of a mutation increases with the level of the mutated bee, allowing it to receive better mutations. More specifically, let _lvl_ be the level of the mutated bee:
* l v l P e r c e n t a g e = ( l v l − 1 ) / ( 25 − 1 )
* The upper bound of a mutation is scaled between the minimum and maximum upper bound of the mutation, based on _lvlPercentage_ :  u p p e r B o u n d = m i n U p p e r B o u n d + ( m a x U p p e r B o u n d − m i n U p p e r B o u n d ) ∗ l v l P e r c e n t a g e  .
* The lower bound of a mutation also go through this process. However, the minimum and maximum lower bound of any mutation is the same, so there are no changes.
After that, the _randomBias_ function is invoked with the below parameters, and the result is rounded to the nearest interval to give the final result:
` randomBias(lowerBound, upperBound, lowerBound, 0.5) `
This gives a random value between _lowerBound_ and _upperBound_ , with a bias to values near _lowerBound_. This value is then rounded to the nearest interval to get the bee's mutation strength.
For more information on how this function works, see the designated module page.
The lower bound, minimum upper bound and maximum upper bound, and the interval of a mutation can be found below.
Show/hide table
Fact: The Stat in Mutation has/costs Lower bound, Minimum upper bound, Maximum upper bound, Interval.
Fact: The %Convert Amount in Mutation has/costs 10%, 15%, 30%, 1%.
Fact: The +Convert Amount in Mutation has/costs 20, 40, 80, 1.
Fact: The %Attack in Mutation has/costs 5%, 10%, 20%, 1%.
Fact: The +Attack in Mutation has/costs 1, 1, 2, 1.
Fact: The %Gather Amount in Mutation has/costs 10%, 20%, 30%, 1%.
Fact: The +Gather Amount in Mutation has/costs 2, 6, 10, 1.
Fact: The %Energy in Mutation has/costs 10%, 30%, 40%, 1%.
Fact: The +Instant Conversion in Mutation has/costs 8%, 14%, 20%, 1%.
Fact: The +Movespeed in Mutation has/costs 2, 4, 6, 1.
Fact: The +Critical Chance in Mutation has/costs 1%, 1%, 3%, 1%.
Fact: The %Ability Rate in Mutation has/costs 1%, 2%, 5%, 1%.
The tables below give the percentage of a mutation landing within a given stat range at a certain level. For the percentage of a mutation landing within an exact value, see the designated subpage.
_Results are rounded to the 3rd-5th decimal digits. Note that the precise percentages may be off due to floating point errors._
Show/hide tables
* %Convert Amount
* +Convert Amount
* %Gather Amount
* +Gather Amount
* +Instant Conversion
* +Movespeed
* +Critical Chance
* %Ability Rate
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 10%-13% in Mutation has/costs 14%-17%, 18%-21%, 22%-25%, 26%-29%, 30%.
Fact: The 1 in Mutation has/costs 89.934492%, 10.065508%, \-, \-, \-, \-, 11.8633%.
Fact: The 21 in Mutation has/costs 29.891972%, 31.191623%, 26.227118%, 11.446829%, 1.242458%, \-, 39.998933.
Fact: The 22 in Mutation has/costs 28.986155%, 30.246422%, 26.374395%, 12.442719%, 1.950309%, \-, 40.62395.
Fact: The 23 in Mutation has/costs 28.133621%, 29.356822%, 26.397902%, 13.341117%, 2.770538%, \-, 41.248966.
Fact: The 24 in Mutation has/costs 27.329803%, 28.518055%, 26.31473%, 14.152573%, 3.684838%, \-, 41.874007.
Fact: The 25 in Mutation has/costs 26.570642%, 27.725887%, 26.139542%, 14.886281%, 4.670685%, 0.006964%, 42.499037.
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 5%-7% in Mutation has/costs 8%-10%, 11%-13%, 14%-16%, 17%-19%, 20%.
Fact: The 1 in Mutation has/costs 69.314718%, 30.685282%, \-, \-, \-, \-, 6.8633%.
Fact: The 2 in Mutation has/costs 63.982817%, 36.017183%, \-, \-, \-, \-, 7.022%.
Fact: The 3 in Mutation has/costs 59.412615%, 40.25445%, 0.332934%, \-, \-, \-, 7.1777%.
Fact: The 4 in Mutation has/costs 55.451774%, 43.046899%, 1.501327%, \-, \-, \-, 7.3344%.
Fact: The 5 in Mutation has/costs 51.986039%, 44.755324%, 3.258638%, \-, \-, \-, 7.4903%.
Fact: The 6 in Mutation has/costs 48.928036%, 45.654952%, 5.417012%, \-, \-, \-, 7.6484%.
Fact: The 7 in Mutation has/costs 46.209812%, 45.946244%, 7.843944%, \-, \-, \-, 7.8054%.
Fact: The 8 in Mutation has/costs 43.777717%, 45.777361%, 10.444922%, \-, \-, \-, 7.9615%.
Fact: The 9 in Mutation has/costs 41.588831%, 45.259208%, 13.151961%, \-, \-, \-, 8.1179%.
Fact: The 10 in Mutation has/costs 39.60841%, 44.475723%, 15.833445%, 0.082421%, \-, \-, 8.2741%.
Fact: The 11 in Mutation has/costs 37.808028%, 43.491047%, 18.158689%, 0.542236%, \-, \-, 8.4316%.
Fact: The 12 in Mutation has/costs 36.164201%, 42.354595%, 20.152248%, 1.328956%, \-, \-, 8.5879%.
Fact: The 13 in Mutation has/costs 34.657359%, 41.104711%, 21.866148%, 2.371782%, \-, \-, 8.7442%.
Fact: The 14 in Mutation has/costs 33.271065%, 39.771325%, 23.342849%, 3.614761%, \-, \-, 8.9005%.
Fact: The 15 in Mutation has/costs 31.991408%, 38.377916%, 24.617271%, 5.013405%, \-, \-, 9.0569%.
Fact: The 16 in Mutation has/costs 30.806541%, 36.96785%, 25.693462%, 6.532147%, \-, \-, 9.2139%.
Fact: The 17 in Mutation has/costs 29.706308%, 35.647569%, 26.503695%, 8.121922%, 0.020506%, \-, 9.3701%.
Fact: The 18 in Mutation has/costs 28.681952%, 34.418343%, 27.078484%, 9.584322%, 0.236899%, \-, 9.5265%.
Fact: The 19 in Mutation has/costs 27.725887%, 33.271065%, 27.453146%, 10.892119%, 0.657784%, \-, 9.6827%.
Fact: The 20 in Mutation has/costs 26.831504%, 32.197805%, 27.657317%, 12.0639%, 1.249474%, \-, 9.8392%.
Fact: The 21 in Mutation has/costs 25.993019%, 31.191623%, 27.715985%, 13.115595%, 1.983778%, \-, 9.9959%.
Fact: The 22 in Mutation has/costs 25.205352%, 30.246422%, 27.6503%, 14.060916%, 2.83701%, \-, 10.1521%.
Fact: The 23 in Mutation has/costs 24.464018%, 29.356822%, 27.478235%, 14.91172%, 3.789205%, \-, 10.3084%.
Fact: The 24 in Mutation has/costs 23.765046%, 28.518055%, 27.215118%, 15.678301%, 4.820207%, 0.003272%, 10.4646%.
Fact: The 25 in Mutation has/costs 23.104906%, 27.725887%, 26.874064%, 16.369628%, 5.813148%, 0.112367%, 10.6211%.
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 1 in Mutation has/costs 2.
Fact: The 1 in Mutation has/costs 100%, \-, 1.
Fact: The 2 in Mutation has/costs 100%, \-, 1.
Fact: The 3 in Mutation has/costs 100%, \-, 1.
Fact: The 4 in Mutation has/costs 100%, \-, 1.
Fact: The 5 in Mutation has/costs 100%, \-, 1.
Fact: The 6 in Mutation has/costs 100%, \-, 1.
Fact: The 7 in Mutation has/costs 100%, \-, 1.
Fact: The 8 in Mutation has/costs 100%, \-, 1.
Fact: The 9 in Mutation has/costs 100%, \-, 1.
Fact: The 10 in Mutation has/costs 100%, \-, 1.
Fact: The 11 in Mutation has/costs 100%, \-, 1.
Fact: The 12 in Mutation has/costs 100%, \-, 1.
Fact: The 13 in Mutation has/costs 100%, \-, 1.
Fact: The 14 in Mutation has/costs 99.3925%, 0.6075%, 1.006075.
Fact: The 15 in Mutation has/costs 97.854402%, 2.145598%, 1.021456.
Fact: The 16 in Mutation has/costs 95.702968%, 4.297032%, 1.04297.
Fact: The 17 in Mutation has/costs 93.152311%, 6.847689%, 1.068477.
Fact: The 18 in Mutation has/costs 90.34918%, 9.65082%, 1.096508.
Fact: The 19 in Mutation has/costs 87.395348%, 12.604652%, 1.126047.
Fact: The 20 in Mutation has/costs 84.361978%, 15.638022%, 1.15638.
Fact: The 21 in Mutation has/costs 81.299075%, 18.700925%, 1.187009.
Fact: The 22 in Mutation has/costs 78.241804%, 21.758196%, 1.217582.
Fact: The 23 in Mutation has/costs 75.214815%, 24.785185%, 1.247852.
Fact: The 24 in Mutation has/costs 72.235224%, 27.764776%, 1.277648.
Fact: The 25 in Mutation has/costs 69.314718%, 30.685282%, 1.306853.
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 10%-13% in Mutation has/costs 14%-17%, 18%-21%, 22%-25%, 26%-29%, 30%.
Fact: The 1 in Mutation has/costs 48.520303%, 44.632008%, 6.847689%, \-, \-, \-, 13.7442%.
Fact: The 2 in Mutation has/costs 46.579491%, 44.725095%, 8.695414%, \-, \-, \-, 13.9005%.
Fact: The 3 in Mutation has/costs 44.787972%, 44.589306%, 10.622723%, \-, \-, \-, 14.0569%.
Fact: The 4 in Mutation has/costs 43.129158%, 44.26619%, 12.604652%, \-, \-, \-, 14.2139%.
Fact: The 5 in Mutation has/costs 41.588831%, 43.789666%, 14.600997%, 0.020506%, \-, \-, 14.3701%.
Fact: The 6 in Mutation has/costs 40.154733%, 43.187565%, 16.420802%, 0.236899%, \-, \-, 14.5265%.
Fact: The 7 in Mutation has/costs 38.816242%, 42.482833%, 18.043141%, 0.657784%, \-, \-, 14.6827%.
Fact: The 8 in Mutation has/costs 37.564105%, 41.694463%, 19.491958%, 1.249474%, \-, \-, 14.8392%.
Fact: The 9 in Mutation has/costs 36.390227%, 40.838239%, 20.787756%, 1.983778%, \-, \-, 14.9959%.
Fact: The 10 in Mutation has/costs 35.287493%, 39.927322%, 21.948175%, 2.83701%, \-, \-, 15.1521%.
Fact: The 11 in Mutation has/costs 34.249625%, 38.972715%, 22.988455%, 3.789205%, \-, \-, 15.3084%.
Fact: The 12 in Mutation has/costs 33.271065%, 37.983641%, 23.921815%, 4.823479%, \-, \-, 15.4646%.
Fact: The 13 in Mutation has/costs 32.346868%, 36.96785%, 24.759767%, 5.925515%, \-, \-, 15.6211%.
Fact: The 14 in Mutation has/costs 31.472629%, 35.968719%, 25.475512%, 7.08314%, \-, \-, 15.7777%.
Fact: The 15 in Mutation has/costs 30.644402%, 35.022173%, 26.047439%, 8.24135%, 0.044636%, \-, 15.9339%.
Fact: The 16 in Mutation has/costs 29.858648%, 34.124169%, 26.491984%, 9.308827%, 0.216373%, \-, 16.0902%.
Fact: The 17 in Mutation has/costs 29.112182%, 33.271065%, 26.823542%, 10.291361%, 0.501851%, \-, 16.2464%.
Fact: The 18 in Mutation has/costs 28.402128%, 32.459575%, 27.054753%, 11.196689%, 0.886854%, \-, 16.4029%.
Fact: The 19 in Mutation has/costs 27.725887%, 31.686728%, 27.196747%, 12.031704%, 1.358934%, \-, 16.5593%.
Fact: The 20 in Mutation has/costs 27.081099%, 30.949828%, 27.259342%, 12.802561%, 1.90717%, \-, 16.7155%.
Fact: The 21 in Mutation has/costs 26.46562%, 30.246422%, 27.251224%, 13.514772%, 2.521962%, \-, 16.8718%.
Fact: The 22 in Mutation has/costs 25.877495%, 29.57428%, 27.18009%, 14.173286%, 3.19485%, \-, 17.028%.
Fact: The 23 in Mutation has/costs 25.314941%, 28.931361%, 27.052774%, 14.782551%, 3.918374%, \-, 17.1846%.
Fact: The 24 in Mutation has/costs 24.776325%, 28.3158%, 26.875358%, 15.34658%, 4.684123%, 0.001813%, 17.3408%.
Fact: The 25 in Mutation has/costs 24.260151%, 27.725887%, 26.653264%, 15.868996%, 5.428674%, 0.063027%, 17.4971%.
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 2-3 in Mutation has/costs 4-5, 6-7, 8-9, 10.
Fact: The 1 in Mutation has/costs 51.986039%, 46.381955%, 1.632006%, \-, \-, 3.485668.
Fact: The 2 in Mutation has/costs 49.906597%, 47.384772%, 2.708631%, \-, \-, 3.548674.
Fact: The 3 in Mutation has/costs 47.987113%, 48.051781%, 3.961107%, \-, \-, 3.611268.
Fact: The 4 in Mutation has/costs 46.209812%, 48.439099%, 5.351089%, \-, \-, 3.673173.
Fact: The 5 in Mutation has/costs 44.559462%, 48.592849%, 6.847689%, \-, \-, 3.735476.
Fact: The 6 in Mutation has/costs 43.022928%, 48.551149%, 8.425922%, \-, \-, 3.799029.
Fact: The 7 in Mutation has/costs 41.588831%, 48.345661%, 10.065508%, \-, \-, 3.863341.
Fact: The 8 in Mutation has/costs 40.247256%, 48.00281%, 11.749935%, \-, \-, 3.927497.
Fact: The 9 in Mutation has/costs 38.989529%, 47.544738%, 13.465733%, \-, \-, 3.990767.
Fact: The 10 in Mutation has/costs 37.808028%, 46.990079%, 15.201893%, \-, \-, 4.053044.
Fact: The 11 in Mutation has/costs 36.696027%, 46.35456%, 16.862047%, 0.087366%, \-, 4.115126.
Fact: The 12 in Mutation has/costs 35.647569%, 45.651506%, 18.367991%, 0.332934%, \-, 4.177666.
Fact: The 13 in Mutation has/costs 34.657359%, 44.892233%, 19.735827%, 0.714581%, \-, 4.240406.
Fact: The 14 in Mutation has/costs 33.720674%, 44.08638%, 20.979657%, 1.213289%, \-, 4.303135.
Fact: The 15 in Mutation has/costs 32.833288%, 43.242177%, 22.111871%, 1.812665%, \-, 4.365677.
Fact: The 16 in Mutation has/costs 31.991408%, 42.36666%, 23.143392%, 2.49854%, \-, 4.42789.
Fact: The 17 in Mutation has/costs 31.191623%, 41.465864%, 24.083876%, 3.258638%, \-, 4.490286.
Fact: The 18 in Mutation has/costs 30.430852%, 40.544964%, 24.941885%, 4.082299%, \-, 4.553297.
Fact: The 19 in Mutation has/costs 29.706308%, 39.60841%, 25.725034%, 4.960248%, \-, 4.616709.
Fact: The 20 in Mutation has/costs 29.015463%, 38.687284%, 26.412853%, 5.884399%, \-, 4.680064.
Fact: The 21 in Mutation has/costs 28.356021%, 37.808028%, 26.988262%, 6.847689%, \-, 4.742973.
Fact: The 22 in Mutation has/costs 27.725887%, 36.96785%, 27.462319%, 7.843944%, \-, 4.80536.
Fact: The 23 in Mutation has/costs 27.123151%, 36.164201%, 27.844895%, 8.820149%, 0.047605%, 4.867636.
Fact: The 24 in Mutation has/costs 26.546062%, 35.39475%, 28.144811%, 9.730675%, 0.183702%, 4.930159.
Fact: The 25 in Mutation has/costs 25.993019%, 34.657359%, 28.369971%, 10.580623%, 0.399027%, 4.992794.
Fact: The Level in Mutation has/costs Stat ranges, Average.
Fact: The 10%-15% in Mutation has/costs 16%-21%, 22%-27%, 28%-33%, 34%-39%, 40%.
Fact: The 1 in Mutation has/costs 38.123095%, 40.516207%, 19.728691%, 1.632006%, \-, \-, 17.4971%.
Fact: The 2 in Mutation has/costs 37.345073%, 39.971356%, 20.537974%, 2.145598%, \-, \-, 17.6534%.
Fact: The 3 in Mutation has/costs 36.598171%, 39.402307%, 21.290891%, 2.708631%, \-, \-, 17.8096%.
Fact: The 4 in Mutation has/costs 35.88056%, 38.812272%, 21.991688%, 3.31548%, \-, \-, 17.9661%.
Fact: The 5 in Mutation has/costs 35.190549%, 38.20411%, 22.644234%, 3.961107%, \-, \-, 18.1224%.
Fact: The 6 in Mutation has/costs 34.526577%, 37.580372%, 23.252056%, 4.640995%, \-, \-, 18.2786%.
